iter	Passed	Remaining
175	479	2244
176	482	2244
177	485	2242
178	488	2240
179	491	2238
180	494	2236
181	497	2234
182	500	2233
183	503	2232
184	506	2229
185	509	2229
186	512	2229
187	515	2227
188	519	2228
189	522	2229
190	527	2235
191	530	2233
192	534	2233
193	536	2230
194	540	2230
195	543	2230
196	547	2229
197	550	2228
198	553	2227
199	556	2224
200	559	2225
201	563	2225
202	567	2227
203	570	2225
204	574	2228
205	578	2229
206	581	2229
207	584	2227
208	587	2224
209	591	2226
210	597	2232
211	602	2238
212	608	2247
213	612	2248
214	615	2246
215	619	2247
216	623	2248
217	628	2252
218	632	2256
219	643	2282
220	648	2285
221	653	2289
222	657	2290
223	660	2289
224	664	2287
225	667	2285
226	671	2285
227	676	2291
228	679	2289
229	683	2288
230	687	2287
231	697	2309
232	703	2316
233	710	2326
234	715	2329
235	719	2330
236	724	2333
237	728	2331
238	733	2335
239	739	2341
240	743	2340
241	746	2338
242	750	2339
243	754	2336
244	757	2333
245	760	2330
246	763	2327
247	767	2328
248	770	2324
249	774	2322
250	777	2319
251	780	2316
252	783	2313
253	786	2310
254	790	2308
255	792	2304
256	796	2302
257	801	2305
258	805	2305
259	809	2302
260	814	2305
261	818	2305
262	823	2308
263	827	2306
264	830	2303
265	833	2299
266	835	2294
267	838	2290
268	840	2285
269	843	2280
270	846	2276
271	849	2274
272	853	2272
273	856	2270
274	859	2266
275	862	2263
276	866	2260
277	869	2258
278	873	2256
279	876	2254
280	879	2251
281	883	2248
282	887	2248
283	891	2246
284	895	2245
285	898	2243
286	902	2242
287	906	2241
288	909	2238
289	913	2235
290	916	2232
291	920	2232
292	924	2230
293	929	2232
294	934	2233
295	939	2234
296	942	2231
297	947	2232
298	950	2228
299	957	2234
300	963	2237
301	969	2241
302	979	2253
303	984	2254
304	991	2259
305	997	2262
306	1001	2260
307	1010	2269
308	1017	2275
309	1025	2282
310	1029	2280
311	1033	2278
312	1039	2280
313	1043	2278
314	1048	2279
315	1054	2281
316	1058	2279
317	1061	2276
318	1066	2275
319	1071	2275
320	1075	2273
321	1078	2270
322	1084	2272
323	1090	2275
324	1095	2276
325	1103	2280
326	1106	2278
327	1111	2276
328	1115	2274
329	1119	2271
330	1122	2269
331	1126	2266
332	1130	2263
333	1134	2261
334	1138	2260
335	1143	2258
336	1147	2258
337	1152	2258
338	1156	2255
339	1159	2250
340	1162	2246
341	1165	2243
342	1168	2238
343	1172	2235
344	1175	2231
345	1178	2227
346	1181	2223
347	1185	2220
348	1187	2215
349	1191	2212
350	1194	2208
351	1197	2204
352	1201	2201
353	1204	2197
354	1207	2193
355	1210	2190
356	1213	2185
357	1216	2181
358	1219	2177
359	1223	2174
360	1226	2170
361	1229	2166
362	1232	2163
363	1236	2160
364	1239	2155
365	1242	2152
366	1245	2147
367	1248	2143
368	1251	2140
369	1254	2136
370	1260	2136
371	1263	2133
372	1267	2129
373	1270	2126
374	1273	2121
375	1276	2118
376	1279	2115
377	1282	2110
378	1285	2106
379	1288	2101
380	1291	2097
381	1294	2093
382	1297	2089
383	1300	2085
384	1303	2081
385	1306	2077
386	1309	2074
387	1313	2071
388	1315	2066
389	1319	2063
390	1322	2059
391	1324	2054
392	1327	2050
393	1331	2047
394	1334	2044
395	1338	2040
396	1341	2037
397	1344	2033
398	1347	2029
399	1350	2026
400	1353	2022
401	1357	2018
402	1361	2016
403	1364	2013
404	1367	2009
405	1371	2005
406	1374	2002
407	1377	1999
408	1380	1995
409	1384	1991
410	1387	1987
411	1389	1983
412	1393	1980
413	1397	1978
414	1401	1975
415	1405	1972
416	1410	1972
417	1413	1968
418	1417	1965
419	1420	1961
420	1423	1957
421	1428	1956
422	1432	1954
423	1435	1950
424	1439	1947
425	1443	1945
426	1447	1943
427	1451	1940
428	1455	1936
429	1458	1933
430	1462	1930
431	1467	1929
432	1471	1927
433	1477	1926
434	1481	1923
435	1484	1920
436	1489	1918
437	1492	1915
438	1495	1911
439	1498	1907
440	1501	1903
441	1504	1899
442	1507	1895
443	1511	1893
444	1514	1889
445	1517	1885
446	1520	1881
447	1524	1878
448	1527	1874
449	1531	1871
450	1534	1867
451	1537	1863
452	1539	1859
453	1543	1856
454	1547	1853
455	1550	1849
456	1553	1845
457	1555	1841
458	1559	1838
459	1562	1834
460	1565	1830
461	1568	1826
462	1572	1823
463	1576	1820
464	1579	1817
465	1582	1813
466	1585	1809
467	1588	1805
468	1592	1803
469	1595	1799
470	1598	1795
471	1601	1791
472	1604	1787
473	1607	1783
474	1610	1779
475	1613	1775
476	1615	1771
477	1619	1768
478	1622	1764
479	1625	1760
480	1628	1756
481	1631	1752
482	1633	1748
483	1636	1745
484	1640	1741
485	1643	1738
486	1646	1734
487	1649	1730
488	1652	1727
489	1655	1723
490	1661	1722
491	1664	1718
492	1668	1716
493	1671	1711
494	1680	1714
495	1683	1710
496	1686	1706
497	1689	1702
498	1692	1699
499	1695	1695
500	1698	1691
501	1701	1687
502	1704	1683
503	1706	1679
504	1710	1676
505	1713	1672
506	1716	1668
507	1719	1664
508	1722	1661
509	1725	1657
510	1728	1654
511	1731	1650
512	1735	1647
513	1738	1643
514	1740	1639
515	1743	1635
516	1746	1631
517	1749	1627
518	1752	1623
519	1754	1619
520	1757	1615
521	1760	1611
522	1762	1607
523	1765	1603
524	1767	1599
525	1770	1595
526	1773	1592
527	1777	1588
528	1779	1584
529	1782	1580
530	1785	1577
531	1788	1573
532	1790	1568
533	1793	1564
534	1795	1560
535	1797	1556
536	1799	1551
537	1802	1547
538	1804	1543
539	1807	1539
540	1809	1535
541	1812	1531
542	1814	1527
543	1817	1523
544	1819	1518
545	1821	1514
546	1824	1510
547	1826	1506
548	1828	1502
549	1831	1498
550	1833	1494
551	1836	1490
552	1838	1486
553	1841	1482
554	1843	1478
555	1846	1474
556	1849	1470
557	1852	1467
558	1855	1463
559	1857	1459
560	1860	1456
561	1863	1452
562	1866	1448
563	1869	1445
564	1872	1441
565	1875	1437
566	1878	1434
567	1881	1430
568	1883	1426
569	1886	1422
570	1888	1418
571	1890	1414
572	1892	1410
573	1895	1406
574	1899	1403
575	1901	1400
576	1904	1396
577	1906	1392
578	1909	1388
579	1911	1384
580	1914	1380
581	1916	1376
582	1919	1372
583	1921	1368
584	1923	1364
585	1926	1360
586	1928	1357
587	1931	1353
588	1933	1349
589	1935	1345
590	1938	1341
591	1940	1337
592	1944	1334
593	1947	1330
594	1949	1327
595	1953	1323
596	1956	1320
597	1958	1316
598	1961	1313
599	1964	1309
600	1967	1306
601	1970	1302
602	1973	1299
603	1976	1295
604	1979	1292
605	1982	1288
606	1985	1285
607	1988	1281
608	1991	1278
609	1994	1274
610	1997	1271
611	1999	1267
612	2002	1264
613	2005	1260
614	2008	1257
615	2012	1254
616	2015	1251
617	2018	1247
618	2021	1244
619	2025	1241
620	2028	1237
621	2031	1234
622	2035	1231
623	2038	1228
624	2041	1224
625	2044	1221
626	2048	1218
627	2051	1215
628	2054	1211
629	2057	1208
630	2060	1205
631	2065	1202
632	2069	1200
633	2073	1197
634	2076	1193
635	2079	1190
636	2083	1187
637	2086	1183
638	2089	1180
639	2092	1176
640	2095	1173
641	2098	1170
642	2101	1167
643	2104	1163
644	2107	1160
645	2110	1156
646	2113	1153
647	2117	1150
648	2120	1146
649	2123	1143
650	2125	1139
651	2128	1136
652	2131	1132
653	2135	1129
654	2138	1126
655	2141	1122
656	2145	1119
657	2147	1116
658	2151	1113
659	2154	1109
660	2157	1106
661	2160	1102
662	2163	1099
663	2166	1096
664	2169	1093
665	2173	1089
666	2175	1086
667	2178	1082
668	2181	1079
669	2184	1075
670	2186	1072
671	2189	1068
672	2192	1065
673	2195	1062
674	2198	1058
675	2201	1055
676	2203	1051
677	2206	1047
678	2209	1044
679	2213	1041
680	2216	1038
681	2219	1034
682	2221	1031
683	2224	1027
684	2227	1024
685	2230	1020
686	2233	1017
687	2236	1014
688	2239	1010
689	2242	1007
690	2245	1004
691	2249	1001
692	2252	997
693	2255	994
694	2259	991
695	2262	988
696	2265	984
697	2269	981
698	2272	978
699	2280	977
700	2286	975
701	2290	972
702	2294	969
703	2296	965
704	2299	962
705	2302	958
706	2305	955
707	2309	952
708	2312	949
709	2316	946
710	2319	942
711	2322	939
712	2326	936
713	2330	933
714	2333	930
715	2336	926
716	2339	923
717	2342	920
718	2345	916
719	2348	913
720	2351	910
721	2354	906
722	2358	903
723	2361	900
724	2364	896
725	2367	893
726	2371	890
727	2374	887
728	2378	884
729	2381	880
730	2385	877
731	2391	875
732	2396	872
733	2399	869
734	2401	866
735	2406	863
736	2409	859
737	2411	856
738	2415	852
739	2418	849
740	2421	846
741	2424	842
742	2427	839
743	2430	836
744	2433	832
745	2436	829
746	2439	826
747	2442	822
748	2445	819
749	2448	816
750	2451	812
751	2454	809
752	2457	806
753	2460	802
754	2464	799
755	2467	796
756	2471	793
757	2474	789
758	2477	786
759	2480	783
760	2483	779
761	2487	776
762	2489	773
763	2492	769
764	2495	766
765	2498	763
766	2501	760
767	2506	757
768	2509	753
769	2512	750
770	2515	747
771	2518	743
772	2521	740
773	2524	737
774	2527	733
775	2530	730
776	2533	727
777	2537	723
778	2540	720
779	2543	717
780	2546	714
781	2549	710
782	2553	707
783	2556	704
784	2558	700
785	2561	697
786	2564	694
787	2567	690
788	2571	687
789	2574	684
790	2577	680
791	2580	677
792	2584	674
793	2587	671
794	2590	668
795	2593	664
796	2596	661
797	2599	657
798	2603	654
799	2606	651
800	2609	648
801	2612	644
802	2615	641
803	2618	638
804	2621	635
805	2625	631
806	2628	628
807	2631	625
808	2637	622
809	2641	619
810	2645	616
811	2648	613
812	2652	610
813	2655	606
814	2659	603
815	2661	600
816	2664	596
817	2667	593
818	2671	590
819	2674	587
820	2677	583
821	2680	580
822	2683	577
823	2686	573
824	2689	570
825	2692	567
826	2695	563
827	2697	560
828	2701	557
829	2703	553
830	2706	550
831	2709	547
832	2711	543
833	2714	540
834	2718	537
835	2721	533
836	2724	530
837	2727	527
838	2729	523
839	2733	520
840	2736	517
841	2740	514
842	2743	510
843	2746	507
844	2750	504
845	2752	501
846	2755	497
847	2758	494
848	2761	491
849	2765	487
850	2767	484
851	2770	481
852	2773	478
853	2776	474
854	2779	471
855	2782	468
856	2785	464
857	2788	461
858	2792	458
859	2794	454
860	2798	451
861	2800	448
862	2803	445
863	2806	441
864	2809	438
865	2812	435
866	2815	431
867	2818	428
868	2820	425
869	2823	421
870	2826	418
871	2829	415
872	2831	411
873	2834	408
874	2837	405
875	2840	402
876	2843	398
877	2846	395
878	2849	392
879	2852	388
880	2855	385
881	2858	382
882	2860	379
883	2863	375
884	2866	372
885	2869	369
886	2872	365
887	2875	362
888	2877	359
889	2880	356
890	2883	352
891	2886	349
892	2889	346
893	2891	342
894	2894	339
895	2897	336
896	2900	333
897	2903	329
898	2905	326
899	2908	323
900	2911	319
901	2914	316
902	2916	313
903	2919	310
904	2922	306
905	2925	303
906	2928	300
907	2930	296
908	2933	293
909	2936	290
910	2939	287
911	2941	283
912	2944	280
913	2947	277
914	2950	274
915	2953	270
916	2956	267
917	2958	264
918	2961	261
919	2964	257
920	2967	254
921	2970	251
922	2973	248
923	2976	244
924	2979	241
925	2982	238
926	2984	235
927	2987	231
928	2990	228
929	2993	225
930	2996	222
931	2999	218
932	3001	215
933	3004	212
934	3006	209
935	3009	205
936	3011	202
937	3014	199
938	3016	195
939	3019	192
940	3021	189
941	3023	186
942	3026	182
943	3029	179
944	3031	176
945	3033	173
946	3036	169
947	3039	166
948	3041	163
949	3044	160
950	3046	156
951	3048	153
952	3051	150
953	3053	147
954	3056	144
955	3059	140
956	3062	137
957	3064	134
958	3067	131
959	3070	127
960	3073	124
961	3076	121
962	3079	118
963	3082	115
964	3084	111
965	3087	108
966	3090	105
967	3093	102
968	3096	99
969	3099	95
970	3101	92
971	3104	89
972	3106	86
973	3108	82
974	3111	79
975	3114	76
976	3116	73
977	3118	70
978	3121	66
979	3123	63
980	3126	60
981	3128	57
982	3130	54
983	3133	50
984	3136	47
985	3138	44
986	3140	41
987	3143	38
988	3145	34
989	3148	31
990	3151	28
991	3154	25
992	3157	22
993	3159	19
994	3162	15
995	3165	12
996	3168	9
997	3171	6
998	3173	3
999	3175	0
