iter	RMSE
0	0.3774919942
1	0.3671401643
2	0.3572569683
3	0.3483414509
4	0.3387915197
5	0.3298500861
6	0.3211638433
7	0.3131506416
8	0.3055091722
9	0.2982445036
10	0.2911997677
11	0.2847333508
12	0.2783624759
13	0.2722258107
14	0.2662826787
15	0.2604087258
16	0.2544466352
17	0.2495460299
18	0.2442491679
19	0.2393773275
20	0.2347117497
21	0.2302494706
22	0.2256785031
23	0.2215671399
24	0.2176838593
25	0.2134706046
26	0.209765904
27	0.2061869152
28	0.2026384401
29	0.199269921
30	0.1960713647
31	0.1930399858
32	0.1900435016
33	0.1872267757
34	0.1844745053
35	0.181800193
36	0.1790961608
37	0.1767588811
38	0.1743197334
39	0.1719626438
40	0.1695829314
41	0.1675374498
42	0.1653049069
43	0.1632783214
44	0.1613644622
45	0.1593745277
46	0.1577616295
47	0.1559222142
48	0.1544029991
49	0.1526258935
50	0.1511725213
51	0.1497614567
52	0.1483571274
53	0.1469611206
54	0.1455859334
55	0.1443055825
56	0.1431667506
57	0.1418638777
58	0.1407696705
59	0.139757207
60	0.1385650186
61	0.1374810236
62	0.1364408528
63	0.1354767858
64	0.1343887952
65	0.1335266689
66	0.1328295424
67	0.1317395185
68	0.1309774664
69	0.1301028313
70	0.1292596194
71	0.1285256683
72	0.1277733631
73	0.1270639337
74	0.1263284469
75	0.1256455083
76	0.1250479696
77	0.124419884
78	0.1238323253
79	0.1231836529
80	0.1226703513
81	0.1220534508
82	0.1215167802
83	0.1209394489
84	0.1204560602
85	0.1198867739
86	0.1193669213
87	0.118622767
88	0.1181517557
89	0.1175955712
90	0.1169900628
91	0.1163950889
92	0.1160138504
93	0.1154329825
94	0.1149177545
95	0.1144879
96	0.1139823826
97	0.113552708
98	0.1130875501
99	0.112674812
100	0.1121628016
101	0.1117236287
102	0.1112852843
103	0.1108705883
104	0.1103720681
105	0.1100198204
106	0.1097205679
107	0.1093751385
108	0.1090712848
109	0.1087128427
110	0.1084094256
111	0.1081142481
112	0.1077192803
113	0.1073727694
114	0.107029711
115	0.1067652881
116	0.1065519958
117	0.106262912
118	0.1059677471
119	0.1056399611
120	0.105285849
121	0.1049972543
122	0.1046341679
123	0.1043157401
124	0.1040799327
125	0.1038226066
126	0.1035679661
127	0.1033506088
128	0.1030776901
129	0.1029075406
130	0.1026762763
131	0.1024190187
132	0.1022115414
133	0.1020199316
134	0.1017846746
135	0.1015217303
136	0.1012633257
137	0.1009495307
138	0.1007740537
139	0.1005944022
140	0.10040827
141	0.100224114
142	0.1000271901
143	0.09979366613
144	0.09960300482
145	0.09930092539
146	0.09908948801
147	0.09893062419
148	0.09862143037
149	0.0983873513
150	0.09821274736
151	0.09810583922
152	0.09783284101
153	0.0976402534
154	0.0974137722
155	0.09734312337
156	0.09713154769
157	0.09695064138
158	0.09668354566
159	0.09649210616
160	0.09626640492
161	0.09606143991
162	0.09583186395
163	0.09568300025
164	0.0955305252
165	0.09528734494
166	0.09509208487
167	0.09493757795
168	0.09476617344
169	0.09456994445
170	0.09441780817
171	0.09423252511
172	0.09407466441
173	0.09390624344
174	0.09371990261
175	0.09356055606
176	0.09329504441
177	0.09308745847
178	0.09295510353
179	0.09280057217
180	0.09258992047
181	0.09243196275
182	0.09220710596
183	0.09203115369
184	0.09190528297
185	0.09172552695
186	0.09155129284
187	0.09145119633
188	0.09122255606
189	0.09103432497
190	0.09081915794
191	0.09061474055
192	0.09035421837
193	0.09017083407
194	0.08999984035
195	0.08988161367
196	0.08971123031
197	0.08952301229
198	0.08929876065
199	0.08914102406
200	0.08897617017
201	0.08889770992
202	0.08875069715
203	0.08859181898
204	0.08836654085
205	0.08813938908
206	0.08801826474
207	0.08793212422
208	0.0877102598
209	0.08760244733
210	0.08735120367
211	0.0871576126
212	0.08704548616
213	0.08690472817
214	0.08682216956
215	0.08667546976
216	0.086507332
217	0.08632295051
218	0.08616145107
219	0.08597086669
220	0.08579807459
221	0.08562612682
222	0.08547643301
223	0.08541080745
224	0.08524762766
225	0.08509185675
226	0.08498098207
227	0.08483469109
228	0.08474081941
229	0.08465578133
230	0.08450727693
231	0.08441874601
232	0.08427321354
233	0.08409088642
234	0.08394404334
235	0.08382135984
236	0.08365232677
237	0.08357636704
238	0.08348882078
239	0.08333973459
240	0.08314043535
241	0.08302830943
242	0.08286994486
243	0.08275137263
244	0.08270383225
245	0.08252823471
246	0.08242299306
247	0.08219032597
248	0.08206851109
249	0.08195521919
250	0.08183130694
251	0.08172340195
252	0.08151708488
253	0.08138212446
254	0.08123078449
255	0.0811078691
256	0.08105445565
257	0.08099379243
258	0.0808412504
259	0.08070798783
260	0.08055552235
261	0.08036611376
262	0.08021170836
263	0.08006168417
264	0.07990242001
265	0.07977699648
266	0.07965887676
267	0.0795477222
268	0.0794790753
269	0.07931920436
270	0.07916993345
271	0.07905239023
272	0.07887848219
273	0.07879522491
274	0.0787140753
275	0.07857740924
276	0.0784260708
277	0.07832550317
278	0.07815401487
279	0.07805324142
280	0.07799007903
281	0.07782594281
282	0.07772840163
283	0.07759128476
284	0.07744489209
285	0.07730718392
286	0.07723653484
287	0.07712378973
288	0.07700183902
289	0.07686104248
290	0.07674019126
291	0.07661041725
292	0.07646889741
293	0.07633969511
294	0.07624529945
295	0.07608310085
296	0.07598522237
297	0.07583201222
298	0.07578800898
299	0.07566598006
300	0.07547914014
301	0.07544824368
302	0.07534616638
303	0.07523886061
304	0.07516784849
305	0.07504374881
306	0.07497578125
307	0.0748471426
308	0.07473408072
309	0.07462784017
310	0.07451861081
311	0.074417136
312	0.07434589589
313	0.07431911337
314	0.07419007251
315	0.07404705254
316	0.07393586483
317	0.07379412178
318	0.07376286571
319	0.07362452154
320	0.07350195929
321	0.07343859665
322	0.07333342231
323	0.073205182
324	0.07304184686
325	0.07285552478
326	0.07274830295
327	0.07261864142
328	0.07251622475
329	0.07239511024
330	0.07221080344
331	0.07209418053
332	0.0719531635
333	0.07184146117
334	0.07169983464
335	0.07161599531
336	0.07148188273
337	0.07138266995
338	0.07131854664
339	0.07122617533
340	0.0711309838
341	0.07103937209
342	0.07093716805
343	0.07078228386
344	0.07067721115
345	0.07056690433
346	0.07044591485
347	0.07030899302
348	0.07020085598
349	0.0700685751
350	0.07000443018
351	0.06989081972
352	0.06979147018
353	0.06965268727
354	0.06951804222
355	0.06938186642
356	0.06927230465
357	0.06918071576
358	0.069025342
359	0.06886798671
360	0.06880319966
361	0.06867991655
362	0.06855001004
363	0.06843413211
364	0.06833938617
365	0.06823987786
366	0.06817636804
367	0.06809291741
368	0.06799409656
369	0.06792454439
370	0.0678732812
371	0.06773490751
372	0.06761357983
373	0.06750402887
374	0.06740014589
375	0.0673004016
376	0.06718760942
377	0.06715911944
378	0.06705905083
379	0.06703139304
380	0.06694703452
381	0.06682700545
382	0.06678823976
383	0.06670828676
384	0.06666376392
385	0.06659091046
386	0.06651055426
387	0.06643035154
388	0.06639066918
389	0.06631206086
390	0.06628605308
391	0.06620255416
392	0.06608318808
393	0.06596357289
394	0.06588498962
395	0.06578057233
396	0.06568012255
397	0.06558723246
398	0.06548304216
399	0.0653692968
400	0.06522626086
401	0.06513180327
402	0.06502683483
403	0.06497681182
404	0.06488257212
405	0.064736237
406	0.06464991472
407	0.06453234034
408	0.06448409842
409	0.06444766358
410	0.06433259916
411	0.06431196122
412	0.06427853177
413	0.06424841152
414	0.06414045824
415	0.06402001736
416	0.06394440661
417	0.06386332349
418	0.06371071705
419	0.06367477631
420	0.06359447006
421	0.06349180558
422	0.06340416334
423	0.06338382689
424	0.06326934435
425	0.06315955093
426	0.06302335786
427	0.06296215386
428	0.06286801839
429	0.06279524964
430	0.06276348445
431	0.06269164746
432	0.0626511315
433	0.06256956828
434	0.06243098327
435	0.06236153423
436	0.06228092815
437	0.06219265265
438	0.06208326207
439	0.06199572892
440	0.06187302365
441	0.06177326385
442	0.06169340507
443	0.06160794936
444	0.06147656248
445	0.06137610522
446	0.06130102822
447	0.0611977423
448	0.06108735922
449	0.0609408958
450	0.06088740439
451	0.06080191931
452	0.06073352549
453	0.0606304158
454	0.06053870471
455	0.06049597812
456	0.06040339168
457	0.06032080009
458	0.06023784068
459	0.06017143209
460	0.06004651347
461	0.05998359058
462	0.05981635534
463	0.05976738854
464	0.05965216655
465	0.05960200846
466	0.05954923434
467	0.05952557896
468	0.05941721605
469	0.0593865452
470	0.05927243192
471	0.05920271788
472	0.05910746021
473	0.05902399127
474	0.05892102109
475	0.05884532911
476	0.05872556255
477	0.05864230048
478	0.05854724521
479	0.05843637238
480	0.05837579734
481	0.05829416374
482	0.05818726067
483	0.0581146177
484	0.05805210744
485	0.05796331476
486	0.05786207437
487	0.05781121194
488	0.0577091621
489	0.05763272921
490	0.05756150206
491	0.05749383919
492	0.05741277091
493	0.05733977106
494	0.05729397409
495	0.05724001032
496	0.05717839799
497	0.05712392767
498	0.05707675088
499	0.05705993128
500	0.05699105947
501	0.05696152839
502	0.05689560683
503	0.05682872924
504	0.05674397309
505	0.05661217244
506	0.05652447236
507	0.0564680127
508	0.05634739656
509	0.05626157761
