iter	RMSE
510	0.05614351195
511	0.05604068129
512	0.05600628705
513	0.05595528254
514	0.0558988112
515	0.05583439024
516	0.05573695229
517	0.05566795643
518	0.05559003376
519	0.05557648475
520	0.0555240819
521	0.05544777472
522	0.05535336268
523	0.05534064411
524	0.05526638435
525	0.0552018132
526	0.05510568965
527	0.05502133342
528	0.05493245479
529	0.0548527258
530	0.05479885933
531	0.05473888026
532	0.05466470402
533	0.05460751052
534	0.05450878768
535	0.05444757855
536	0.05436314451
537	0.05427586252
538	0.05422552327
539	0.05418844958
540	0.05413686152
541	0.05405038071
542	0.05400053225
543	0.05394252486
544	0.05384217164
545	0.05375606053
546	0.05360433878
547	0.0535111227
548	0.05346833044
549	0.05338737555
550	0.05332891433
551	0.05324236039
552	0.05318390219
553	0.05311214806
554	0.05306367155
555	0.0530265848
556	0.05295851892
557	0.05287364817
558	0.05279901654
559	0.0526923504
560	0.05257924574
561	0.05250550512
562	0.05244377865
563	0.05233210008
564	0.0522741727
565	0.05219380496
566	0.05214939077
567	0.052083229
568	0.05207227024
569	0.05201623793
570	0.05193633117
571	0.05187680308
572	0.05186333715
573	0.05179176857
574	0.05166123893
575	0.05160312172
576	0.05154706664
577	0.05148433846
578	0.05146028237
579	0.0513571014
580	0.05128168683
581	0.05125893581
582	0.05122436524
583	0.05115951171
584	0.05110517274
585	0.05104394996
586	0.05098823448
587	0.05091511114
588	0.0508441103
589	0.05080055853
590	0.05073807933
591	0.05069738491
592	0.05068306391
593	0.05063137979
594	0.05061488095
595	0.05051004416
596	0.05045047118
597	0.05043811355
598	0.05041098564
599	0.05039624458
600	0.05025917021
601	0.05017680849
602	0.05006650267
603	0.04997160826
604	0.04995520043
605	0.04988261802
606	0.04982482913
607	0.04971947785
608	0.04963749608
609	0.04955592121
610	0.04954122877
611	0.04949560889
612	0.04944543022
613	0.0494322456
614	0.04937609186
615	0.04927917657
616	0.04918377739
617	0.04914557624
618	0.04913822328
619	0.04909453438
620	0.04900563828
621	0.04891234536
622	0.04886293657
623	0.04877794916
624	0.04872024785
625	0.04866315669
626	0.04860758969
627	0.04849744194
628	0.04847757361
629	0.04839828826
630	0.04838481954
631	0.04832448284
632	0.04823743397
633	0.04818586755
634	0.04808981082
635	0.04799247485
636	0.04795053658
637	0.04790589903
638	0.04788601208
639	0.04783050332
640	0.04777305522
641	0.04772002628
642	0.04765408683
643	0.04760526084
644	0.04756012595
645	0.04752375412
646	0.04749276967
647	0.04742790917
648	0.0473736138
649	0.04728944478
650	0.04724077631
651	0.04718606062
652	0.04714429317
653	0.04705997724
654	0.04701982989
655	0.04700545978
656	0.04695443271
657	0.04693575108
658	0.04688403321
659	0.04680379778
660	0.04673246875
661	0.0466720256
662	0.04663950884
663	0.04659086504
664	0.04650776312
665	0.04644120149
666	0.0463294132
667	0.04627551867
668	0.04622358575
669	0.04616893221
670	0.04610318276
671	0.04599248859
672	0.04597759979
673	0.04592355306
674	0.04583558628
675	0.04579318423
676	0.0457422342
677	0.04565126641
678	0.04561563666
679	0.04556986549
680	0.04548305709
681	0.04543285468
682	0.04542417226
683	0.04537367621
684	0.04532875182
685	0.04525442784
686	0.04520772451
687	0.04513322112
688	0.04506815409
689	0.0449789011
690	0.04490500633
691	0.04484130287
692	0.04477957741
693	0.04470041999
694	0.04464312505
695	0.04457847853
696	0.04450362073
697	0.04444360984
698	0.04438776335
699	0.04434982693
700	0.0442911061
701	0.04422481915
702	0.04417922399
703	0.0441048885
704	0.04407736343
705	0.04399647994
706	0.04392993464
707	0.04390022646
708	0.04385425799
709	0.04376701256
710	0.04373407494
711	0.04369584735
712	0.04365614859
713	0.04356548986
714	0.04351205658
715	0.04344596324
716	0.04339655917
717	0.0433509522
718	0.04333494877
719	0.04330284964
720	0.04324120919
721	0.04322741053
722	0.04321922646
723	0.04321152167
724	0.04316519805
725	0.04311204937
726	0.0430506015
727	0.04299094213
728	0.04293859001
729	0.04289838123
730	0.04284102535
731	0.04279316448
732	0.04273872395
733	0.04267728475
734	0.04261633479
735	0.04256991852
736	0.04252202768
737	0.04246836485
738	0.04243094423
739	0.04238561123
740	0.04234169474
741	0.04231965938
742	0.042269614
743	0.0422160681
744	0.04220104032
745	0.04218095095
746	0.04212340247
747	0.04204147554
748	0.04203093694
749	0.04199519221
750	0.04193537881
751	0.04191767192
752	0.04184985042
753	0.04181264411
754	0.04174897286
755	0.0417281696
756	0.04172018445
757	0.04163455663
758	0.04159503916
759	0.04154243204
760	0.04150547185
761	0.04144804368
762	0.04141029086
763	0.04135453563
764	0.04130174385
765	0.04123591671
766	0.0411987498
767	0.04115953776
768	0.04107640959
769	0.0410548769
770	0.0410148479
771	0.04095811252
772	0.04094095496
773	0.04092835862
774	0.04088868906
775	0.04083787551
776	0.04079217713
777	0.04078542703
778	0.04074227802
779	0.04072688198
780	0.04071788425
781	0.04066353642
782	0.04060459267
783	0.04059821974
784	0.04059117346
785	0.04054450681
786	0.04053228232
787	0.04048716283
788	0.04047422069
789	0.04041725493
790	0.04040274522
791	0.04033542367
792	0.0403248927
793	0.0402922845
794	0.04024418072
795	0.04023527278
796	0.04019380228
797	0.04015949893
798	0.04011439731
799	0.0400682627
800	0.04002401976
801	0.03995011168
802	0.03990090708
803	0.03986523682
804	0.03985087312
805	0.03984660708
806	0.03980179002
807	0.03976013178
808	0.03970011058
809	0.03966869001
810	0.03960537572
811	0.03959444002
812	0.03954963202
813	0.03951263617
814	0.03945653707
815	0.03945268602
816	0.03938006422
817	0.03931483159
818	0.03924341986
819	0.03918727288
820	0.039113453
821	0.03909033595
822	0.03903319205
823	0.03898037105
824	0.03895640979
825	0.03892373915
826	0.03890645997
827	0.03887553094
828	0.03883068205
829	0.03882595474
830	0.03881852857
831	0.03879893615
832	0.03877576931
833	0.03873684564
834	0.03869392277
835	0.03863405318
836	0.03862864593
837	0.03858996681
838	0.03851781326
839	0.0384853167
840	0.03844040842
841	0.03840654774
842	0.03840286487
843	0.03839560403
844	0.03832981633
845	0.03829856534
846	0.03826871374
847	0.03824225246
848	0.03818192115
849	0.03809874593
850	0.03807145319
851	0.03802925297
852	0.03801985467
853	0.03796068355
854	0.03790819328
855	0.03784163687
856	0.03781643025
857	0.0377983377
858	0.03777176771
859	0.03776927677
860	0.03771939854
861	0.03767395595
862	0.037620748
863	0.03756581738
864	0.03753999077
865	0.03751725404
866	0.03748494964
867	0.03743562648
868	0.03738421361
869	0.03733149811
870	0.03728880787
871	0.0372637534
872	0.03723270877
873	0.0371787441
874	0.03712141002
875	0.03709340213
876	0.03700463442
877	0.03696544053
878	0.03691626326
879	0.03686513678
880	0.03683535427
881	0.03679675488
882	0.03673310205
883	0.03672898902
884	0.03669822401
885	0.03669535842
886	0.03667238809
887	0.03663774217
888	0.0365936182
889	0.03655064992
890	0.03653118366
891	0.03649123917
892	0.03644893395
893	0.03643537458
894	0.03639619243
895	0.03635092359
896	0.03633165732
897	0.03628177733
898	0.03624553822
899	0.03619619653
900	0.03616955751
901	0.03612386796
902	0.03608023203
903	0.03603187958
904	0.03598837707
905	0.03594768106
906	0.03591251979
907	0.03587995765
908	0.03585165276
909	0.03580258631
910	0.03575390747
911	0.03571494608
912	0.03565048182
913	0.03560501619
914	0.03556170185
915	0.03553238768
916	0.03549061543
917	0.03547070499
918	0.03546740013
919	0.03543670764
920	0.03538064169
921	0.03535158405
922	0.03531831256
923	0.03528294781
924	0.0352515958
925	0.03521102182
926	0.03517391565
927	0.03512602014
928	0.0350626804
929	0.03501999608
930	0.03499485882
931	0.03495647309
932	0.0349252139
933	0.03488727197
934	0.03487156649
935	0.03482582358
936	0.03476924234
937	0.03473664361
938	0.0346946862
939	0.03467165683
940	0.03463576947
941	0.03460885554
942	0.03456701257
943	0.03451073115
944	0.03447367347
945	0.03443265445
946	0.03441466811
947	0.03437112574
948	0.03436717508
949	0.03432690855
950	0.03429620582
951	0.03422852647
952	0.03420179252
953	0.03415249083
954	0.03412892319
955	0.03411592938
956	0.03407897456
957	0.03404008266
958	0.03399773255
959	0.03394218911
960	0.03390288805
961	0.03389956154
962	0.03386044699
963	0.03382959955
964	0.03379522256
965	0.03374311645
966	0.03371383266
967	0.03366618931
968	0.03363862107
969	0.03361187121
970	0.03358609325
971	0.03352846119
972	0.03345622377
973	0.03340531969
974	0.03337711218
975	0.03333295664
976	0.03332728981
977	0.03329027408
978	0.03325334025
979	0.0332314667
980	0.03320331792
981	0.03313634094
982	0.03309700681
983	0.03306807511
984	0.03301277105
985	0.03296353128
986	0.03291514282
987	0.03287244812
988	0.03286053887
989	0.03281600285
990	0.03278565214
991	0.03274140265
992	0.03270603613
993	0.03268361289
994	0.03262723362
995	0.03259198836
996	0.03255982415
997	0.03251475073
998	0.03248111666
999	0.03246500999
